Date,Predicted_Close
2025-06-14,1475.3256040224805
2025-06-15,1478.1799068865366
2025-06-16,1481.034209750127
2025-06-17,1483.8885126141831
2025-06-18,1486.7428154782392
2025-06-19,1489.5971183422953
2025-06-20,1492.4514212063514
